,Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
0,,227.9406280517578,127.7591323852539,22619.0,643.8132690191269,,0.9733835395373855,1.4582654350618265,,,0.6811925914771871,23237.5,MAMRA
1,,234.1881256103516,128.1995086669922,23038.0,680.9848411083221,,0.9573040244333174,1.6018441188803358,,,0.6563532763532763,24065.5,MAMRA
2,,229.41860961914065,125.79654693603516,22386.5,646.9432121515274,,0.9672701348081576,1.4877715772358069,,,0.6836198735762055,23144.0,MAMRA
3,,232.76315307617188,125.91880798339844,22578.5,661.227482676506,,0.9655120803934146,1.5409794301361903,,,0.6853600048567265,23385.0,MAMRA
4,,230.15074157714844,107.25344848632812,19068.0,624.8427060842514,,0.9514495284666434,1.6293950847682457,,,0.7147998200629779,20041.0,MAMRA
5,,231.9144287109375,107.7597885131836,19335.0,615.3868625164032,,0.9573440942737604,1.5586277372916544,,,0.7279195843686469,20196.5,MAMRA
6,,226.3710479736328,106.47940826416016,18583.5,613.9726493358612,,0.9562856995831832,1.61421238111876,,,0.7279083431257344,19433.0,MAMRA
7,,226.18614196777344,102.62307739257812,18069.5,584.8599517345428,,0.9689779064779064,1.5064258821207237,,,0.7406747007706181,18648.0,MAMRA
8,413.4771728515625,,138.19053649902344,41492.0,1078.9848428964615,0.3090092013693254,0.9509861220934896,2.232834092512975,,,0.7676453719635159,43630.5,MAMRA
9,418.2103271484375,,129.65989685058594,40630.5,1039.4284932613373,0.2957827071849508,0.9558880615449764,2.1160562328378862,,,0.7585978342046303,42505.5,MAMRA
10,423.2269592285156,,123.5729522705078,39510.0,1018.9848421812056,0.2808474597477832,0.9558601168515404,2.0913106725392026,,,0.7709268292682927,41334.5,MAMRA
11,416.7571716308594,,131.96861267089844,41619.5,1111.2274829149246,0.3050990203376714,0.9502060478761658,2.3610176038354598,,,0.7486329460013671,43800.5,MAMRA
12,372.8985595703125,,100.81584167480467,28773.5,876.1736605167389,0.2634640718844331,0.958509610579966,2.12313607685265,,,0.7771160805920164,30019.0,MAMRA
13,364.3937683105469,,98.43338775634766,27586.5,860.1736598014832,0.2645238527726958,0.9597808123858398,2.134350850483598,,,0.7575795023891909,28742.5,MAMRA
14,360.41314697265625,,99.45449829101562,27204.5,873.2030973434448,0.2666549301833185,0.9550800449375088,2.2303854472338727,,,0.7841721434336446,28484.0,MAMRA
15,362.0509643554688,,95.93334197998048,27030.5,848.1736603975296,0.2625577128807697,0.9689045809735464,2.117900826648827,,,0.7740693012600229,27898.0,MAMRA
16,315.5120849609375,169.0670928955078,,38551.5,831.085346698761,0.4930822876519589,0.9834942663622332,1.425739249339045,1.866194535893157,0.8443133150281945,0.7770599854873821,39198.5,MAMRA
17,318.5227355957031,168.49183654785156,,38867.5,829.7127635478973,0.4877708605147596,0.9805492135171614,1.4094804960323866,1.890434231840324,0.8486349173168395,0.7735749542233898,39638.5,MAMRA
18,320.8104553222656,168.278076171875,,39255.5,834.8843374252319,0.4856390542798298,0.9826526653065822,1.413000286770659,1.9064304906516636,0.8513854975218111,0.7837775781172007,39948.5,MAMRA
19,317.1517944335937,167.85414123535156,,39163.0,838.641695857048,0.4957374463939922,0.9822550507267278,1.4291146963937924,1.889448732688156,0.8484628753619363,0.772141167192429,39870.5,MAMRA
20,397.0078430175781,188.6886444091797,,55550.0,1025.8376533985138,0.4487412661132182,0.974989030276437,1.5075209086497094,2.1040367546265744,0.8798362905934606,0.7104579928122882,56975.0,MAMRA
21,401.6898193359375,190.6454925537109,,56813.5,1033.2518672943115,0.4483116386578781,0.976084734260508,1.4953780059858095,2.106998775346176,0.8801968866166744,0.7192219563758814,58205.5,MAMRA
22,399.5779113769531,190.54656982421875,,57463.5,1033.7371493577955,0.458246596739059,0.9751393638052894,1.4798520857924702,2.097009207489634,0.8789740372753461,0.7238492933262792,58928.5,MAMRA
23,399.23577880859375,191.3303680419922,,56670.5,1038.4234414100647,0.4526976634201386,0.9747667168350892,1.514195873346401,2.0866304857625715,0.87768305768151,0.7103435741235162,58137.5,MAMRA
24,412.9480895996094,199.8617706298828,,62283.5,1458.3300758600235,0.4650420299070321,0.9105907981110836,2.7172449574261277,2.066168473831516,0.8750748344931681,0.7039831360980187,68399.0,MAMRA
25,407.4352722167969,197.80625915527344,,60394.5,1541.2417619228363,0.4632231561370843,0.901000290912346,3.129927532288976,2.059769361984493,0.8742415268331413,0.6820383963862224,67030.5,MAMRA
26,390.75531005859375,187.4055633544922,,55549.0,1651.0823818445206,0.4632085710756434,0.9033900096764488,3.905272806122496,2.0850784953456785,0.8774881864947572,0.6654806402146828,61489.5,MAMRA
27,389.558837890625,189.90823364257807,,55594.0,1527.8275493383408,0.4664358451745094,0.8947436186307014,3.341264734164408,2.0513004118810594,0.8731254230442556,0.6978735156034245,62134.0,MAMRA
28,380.4919128417969,179.0878448486328,,51003.0,1476.3717060089111,0.4485542539160074,0.8485508934216218,3.400837188130273,2.1246104846668583,0.8823069222836485,0.6323208529630548,60106.0,MAMRA
29,393.6227111816406,177.82896423339844,,51626.5,1347.986929655075,0.4242506390469647,0.9248828814303244,2.80084332167663,2.2134904337912884,0.892131830347304,0.627448954788527,55819.5,MAMRA
30,378.1491088867188,175.47117614746094,,49740.5,1291.2762526273727,0.4428881930273339,0.905558185260705,2.667585313506531,2.1550497192139013,0.8858213613259223,0.6420697311182537,54928.0,MAMRA
31,374.5185852050781,170.9510498046875,,47379.5,1297.3595136404035,0.430084552057719,0.9391470678599392,2.826964432866196,2.190794298326729,0.8897462677866462,0.6254802043591334,50449.5,MAMRA
32,329.50701904296875,,94.543212890625,22668.0,1188.808216571808,0.265823873533715,0.8064894866047604,4.961357570041693,,,0.5572271386430678,28107.0,MAMRA
33,331.7145690917969,,98.14264678955078,24511.0,1180.1808004379272,0.2836233979623192,0.8379542579740864,4.5219545843210165,,,0.6712583869642612,29251.0,MAMRA
34,325.60174560546875,,102.62279510498048,24075.5,1189.1097325086594,0.289142535374135,0.8109368947572292,4.673676927409239,,,0.5756934481109517,29688.5,MAMRA
35,336.6143493652344,,88.57997131347656,22932.5,1262.4234400987625,0.257689231365878,0.8354889245118041,5.530301811979952,,,0.6263656724571179,27448.0,MAMRA
36,326.9599304199219,,102.40473175048828,25386.5,1081.5950142145157,0.3023596845130479,0.8688204794743236,3.667048549825465,,,0.5821924091273937,29219.5,MAMRA
37,327.3097229003906,,101.7320327758789,25619.5,1068.9675968885422,0.3044829336961632,0.9022698057722446,3.5493478830013108,,,0.6632880258899676,28394.5,MAMRA
38,338.46783447265625,,101.7563247680664,25867.0,1099.0092277526855,0.2874890952707637,0.873796574671486,3.7157522617814096,,,0.5903685952299441,29603.0,MAMRA
39,325.01202392578125,,120.43588256835938,25934.5,1027.653888821602,0.3126001210443972,0.8079283489096574,3.240455012805105,,,0.5260974521259332,32100.0,MAMRA
40,,172.15040588378906,79.75983428955078,10510.5,595.0609631538391,,0.867883241814954,2.68095596776898,,,0.6082465277777778,12110.5,MAMRA
41,,168.24359130859375,83.54227447509766,10803.0,548.4751764535904,,0.905798012828575,2.2159487553982165,,,0.7098363887246205,11926.5,MAMRA
42,,163.4246368408203,84.02729797363281,10535.0,733.813269495964,,0.8620760198027904,4.0674920957004845,,,0.6650883838383839,12220.5,MAMRA
43,,167.5878143310547,77.64655303955078,9590.0,737.5289980173111,,0.8183990442054958,4.513669227693155,,,0.6227677121891032,11718.0,MAMRA
44,,217.3023681640625,104.10379791259766,17459.0,894.4406861066818,,0.8745898559799624,3.646480228738972,,,0.6543853073463268,19962.5,MAMRA
45,,194.85528564453125,106.1168975830078,15273.0,962.7249571084976,,0.8406307620331893,4.829144991055805,,,0.7198133660099915,18168.5,MAMRA
46,,205.0234832763672,98.19961547851562,15767.0,970.9259670972824,,0.8647507267043273,4.75787799086433,,,0.6615061883784351,18233.0,MAMRA
47,,208.35667419433597,99.95220184326172,16096.5,707.0020872354507,,0.9137950610275334,2.4711554956767947,,,0.7007923723279202,17615.0,MAMRA
48,,198.5538482666016,124.44738006591795,19179.0,561.3868632316589,,0.9757326007326008,1.30764141889412,,,0.7376538461538461,19656.0,MAMRA
49,,193.00833129882807,121.62770080566406,18161.0,537.2447286844254,,0.9806949806949808,1.264720923411326,,,0.7391534391534391,18518.5,MAMRA
50,,198.62095642089844,125.96533966064452,19398.0,587.5289980173111,,0.9745045339227852,1.4160930584158686,,,0.7311171415649027,19905.5,MAMRA
51,,195.93600463867188,125.9674301147461,19063.5,551.9726492166519,,0.9774399466762376,1.271811109535964,,,0.7312708581073305,19503.5,MAMRA
52,,177.916015625,106.11981964111328,13863.5,517.8893891572952,,0.929562826874078,1.539541056789067,,,0.66227965413462,14914.0,MAMRA
53,,179.51600646972656,105.61769104003906,14113.0,511.3036028146744,,0.9294652265542676,1.474105274973297,,,0.6892796092796093,15184.0,MAMRA
54,,179.89785766601562,107.6310043334961,14367.5,544.7178163528442,,0.92936382159837,1.643433330074339,,,0.6879009863066169,15459.5,MAMRA
55,,179.542236328125,103.01334381103516,13617.0,499.1614673137665,,0.926704777460188,1.4560986655928383,,,0.6944614443084456,14694.0,MAMRA
56,280.3872985839844,,101.4992446899414,21644.5,702.0315244197845,0.3505427615311833,0.9714548596306188,1.811990043124704,,,0.7950229568411387,22280.5,MAMRA
57,286.4103088378906,,103.41693115234376,22275.0,690.6173112392426,0.3457407264448191,0.97315362939339,1.7039127156507003,,,0.793325735451243,22889.5,MAMRA
58,294.1405639648437,,104.89813995361328,23047.0,698.4751757383347,0.3391678503957795,0.9739883782356048,1.684525871445614,,,0.7934655374233973,23662.5,MAMRA
59,285.82305908203125,,102.63422393798828,22004.0,684.8183218240738,0.3429392777178156,0.972316122047679,1.6960523064728477,,,0.7943682310469314,22630.5,MAMRA
60,179.5860137939453,,68.96044158935547,9420.5,454.634556889534,0.3719110235639546,0.9442690322257304,1.7459872542885753,,,0.7211037966932027,9976.5,MAMRA
61,182.8027801513672,,69.52802276611328,9762.0,463.56348860263824,0.371948943232989,0.9373019683149304,1.7517405275146112,,,0.7113086563684057,10415.0,MAMRA
62,180.68467712402344,,72.88582611083984,9958.0,473.0782074928284,0.3883645607674829,0.9404986777483944,1.7884792228180608,,,0.7413639070875521,10588.0,MAMRA
63,181.48062133789065,,69.102294921875,9584.5,483.9482650756836,0.3705263219077269,0.9385986387896,1.944547466731917,,,0.6963455390874745,10211.5,MAMRA
64,253.0894012451172,142.76844787597656,,27653.5,734.5411909818649,0.5496830028658434,0.9743494882229622,1.5526456090871392,1.772726432278488,0.8257045448856374,0.6689283986453798,28381.5,MAMRA
65,242.42027282714844,137.25889587402344,,25381.0,740.4406867027283,0.5498965265057209,0.9710383349912004,1.718944903610382,1.7661534524483016,0.8242663705873713,0.6688010540184454,26138.0,MAMRA
66,244.5950469970703,134.87921142578125,,25200.5,707.7127637863159,0.5363199590642228,0.9760069713400464,1.5815940952656824,1.8134377003802504,0.834215316772377,0.6802856063060144,25820.0,MAMRA
67,243.7374267578125,137.29737854003906,,25669.5,682.399055480957,0.5501524919603308,0.9760266159695816,1.4436089325691928,1.775251860957659,0.8262522086341793,0.6872690763052209,26300.0,MAMRA
68,184.9120178222656,109.54263305664062,,15373.0,594.5584359169006,0.5724512001795538,0.9571037230730918,1.8298715281076885,1.688037001325814,0.8056409937159309,0.6728378851540616,16062.0,MAMRA
69,185.7061309814453,112.58212280273438,,15863.0,529.4457383155823,0.5856564881504117,0.97164032831067,1.406202046013276,1.6495170490508366,0.7952832364554381,0.6893959148196437,16326.0,MAMRA
70,187.3934631347656,111.28943634033205,,15948.5,527.3452327251434,0.5782572503882608,0.9764587032388417,1.3875873815841808,1.6838387298656214,0.8045528180473182,0.6872872225813402,16333.0,MAMRA
71,186.1905059814453,113.03478240966795,,16009.0,524.4162999391556,0.5879755390707353,0.9807633400722906,1.3670307866589078,1.6471965709337295,0.7946314874277883,0.6921912832929782,16323.0,MAMRA
72,241.44581604003903,146.1658172607422,,27464.0,1100.2051850557327,0.5998387817328049,0.903287342334194,3.507306501541499,1.6518623886549948,0.7959386404608982,0.6373340759305671,30404.5,MAMRA
73,247.1915435791016,141.66111755371094,,26367.0,1105.0924874544144,0.549418930162558,0.8851402386827131,3.6857567525075647,1.7449498341376466,0.8194977658991918,0.5912281095140929,29788.5,MAMRA
74,241.2118377685547,146.14639282226562,,27326.5,1059.6782732009888,0.5979940930107545,0.9091861857865318,3.270048436167504,1.650480953449887,0.7955530026418131,0.6462915661510809,30056.0,MAMRA
75,243.9071502685547,144.3564453125,,27178.5,1054.3645652532578,0.5816832237273692,0.9091775804104572,3.2549644949536365,1.6896173201033682,0.806048128301574,0.6517782201012015,29893.5,MAMRA
76,271.41845703125,159.98797607421875,,33085.0,867.9554055929184,0.5718241631425548,0.9340636072330994,1.811981759693149,1.6964928470958245,0.8078038779793814,0.7277666571346869,35420.5,MAMRA
77,272.6656799316406,169.4649200439453,,34156.0,839.3279877901077,0.5849465298503176,0.9419356617900528,1.641294602571162,1.6089800759999977,0.7834048520321085,0.7322699596947089,36261.5,MAMRA
78,271.468994140625,162.9344482421875,,33107.0,858.6416964530945,0.5719913746810945,0.9466986932029396,1.7721246066546297,1.666123996916297,0.7998533941418405,0.754317612212349,34971.0,MAMRA
79,264.4398498535156,164.4355010986328,,32785.0,861.9554041624069,0.5969411292750421,0.947242206235012,1.803368758672529,1.6081676285639652,0.7831556479586028,0.7331991501733199,34611.0,MAMRA
80,294.2204895019531,,105.05935668945312,22444.5,1158.423440337181,0.3301218165639271,0.8307700849480872,4.75789522955208,,,0.5337828196347032,27016.5,MAMRA
81,282.2064208984375,,94.92438507080078,20324.0,844.9848424196243,0.3249267923451288,0.891305777875233,2.7956241713064265,,,0.6316705516705516,22802.5,MAMRA
82,251.16319274902344,,98.6053466796875,18883.5,902.6833267211914,0.3811365697828341,0.883893465643138,3.4338275833262446,,,0.6154986962190352,21364.0,MAMRA
83,280.4700622558594,,96.68948364257812,20579.5,993.1686079502106,0.3330979161433418,0.8651028858482039,3.814180881357131,,,0.5746216563355112,23788.5,MAMRA
84,285.2720642089844,,118.15398406982422,25419.0,846.1564146280289,0.3976949629833046,0.917554055517453,2.2414702400676405,,,0.6753546947234178,27703.0,MAMRA
85,266.6739501953125,126.29783630371094,,24585.0,924.8427069187164,0.4401686858527383,0.8893109061313077,2.768571065153196,2.111468873892949,0.880737928152192,0.6905123019885406,27645.0,MAMRA
86,274.1786499023437,122.96399688720705,,25086.0,936.1564152240752,0.4248878080870864,0.8843841991151222,2.780068862398779,2.229747380071287,0.893792215804695,0.6872876712328767,28365.5,MAMRA
87,280.67584228515625,126.85767364501952,,25228.5,947.3696182966232,0.4077476615819155,0.8593252380060289,2.830985287338502,2.212525535274749,0.8920320309325058,0.6787328490718321,29358.5,MAMRA
88,,160.12062072753906,102.32023620605467,11695.5,848.1980454921722,,0.7617977528089888,4.895148570912646,,,0.5125109553023663,15352.5,MAMRA
89,,161.77975463867188,100.52953338623048,12137.5,838.198045372963,,0.8122532289366259,4.606320801297706,,,0.58612613482712,14943.0,MAMRA
90,,163.63351440429688,96.62818908691406,11636.0,706.499561548233,,0.8008809966274348,3.413581032653223,,,0.5817709114544273,14529.0,MAMRA
91,,156.48533630371094,111.11886596679688,12217.0,806.9848419427872,,0.7671826430971145,4.241859860355777,,,0.5262999181493129,15924.5,MAMRA
92,,160.67604064941406,104.74248504638672,13213.0,633.0437171459198,,0.9142679213949626,2.41354892421707,,,0.6641367177682835,14452.0,MAMRA
93,,163.88490295410156,107.00363159179688,13233.5,604.8010767698288,,0.8962142760395503,2.199583867020709,,,0.6729468599033817,14766.0,MAMRA
94,,166.4860076904297,106.35603332519533,13458.0,568.0731538534164,,0.8861234567901235,1.9081747447472104,,,0.5859711760351809,15187.5,MAMRA
95,,164.2202911376953,109.03705596923828,13682.0,588.0731548070908,,0.9060027149620898,2.011422292220196,,,0.6429813431082287,15101.5,MAMRA
96,260.1318359375,130.7658233642578,,26441.0,689.6711337566376,0.4975090470123287,0.9606176203451408,1.431516498418285,1.98929528561055,0.8644664141779114,0.7123114224137931,27525.0,MAMRA
